sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
16423;BME280;8320;57.456;-2.378;2019-05-31T00:02:24;101270.50;;;9.05;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:04:52;101266.11;;;9.05;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:07:20;101264.55;;;9.03;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:09:47;101267.16;;;9.03;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:12:15;101278.84;;;9.03;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:14:42;101288.60;;;8.99;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:17:10;101284.33;;;8.98;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:19:37;101274.31;;;8.99;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:22:05;101265.69;;;8.99;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:24:32;101266.98;;;8.99;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:27:00;101277.37;;;8.99;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:29:27;101265.91;;;8.96;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:31:55;101263.68;;;8.97;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:34:23;101270.63;;;8.96;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:36:50;101272.86;;;8.95;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:39:18;101260.83;;;8.94;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:41:45;101232.27;;;8.94;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:44:13;101231.42;;;8.94;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:46:40;101241.56;;;8.91;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:49:08;101235.16;;;8.90;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:51:35;101234.70;;;8.90;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:54:03;101238.59;;;8.90;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:56:30;101232.10;;;8.90;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T00:58:58;101230.80;;;8.90;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:01:25;101234.78;;;8.89;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:03:53;101233.70;;;8.86;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:06:21;101237.72;;;8.84;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:08:48;101234.95;;;8.80;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:11:16;101232.94;;;8.78;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:13:43;101236.84;;;8.78;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:16:11;101233.87;;;8.77;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:18:38;101226.63;;;8.75;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:21:06;101234.42;;;8.75;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:23:34;101232.78;;;8.74;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:26:01;101230.73;;;8.72;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:28:29;101239.36;;;8.72;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:30:56;101237.72;;;8.71;100.00
16423;BME280;8320;57.456;-2.378;2019-05-31T01:33:24;101232.78;;;8.74;100.00
