sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:02:12;11.60;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:04:41;11.70;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:07:09;11.70;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:09:38;11.80;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:12:07;11.80;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:14:37;11.70;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:17:06;11.70;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:19:35;11.80;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:22:04;11.80;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:24:33;11.80;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:27:02;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:29:31;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:32:00;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:34:29;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:37:00;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:39:29;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:41:58;11.90;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:44:27;12.00;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:46:58;12.00;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:49:27;12.00;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:51:56;12.00;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:54:25;12.10;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:56:54;12.00;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T00:59:23;12.10;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T01:01:52;12.10;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T01:04:23;12.10;99.90
22524;DHT22;11428;57.110;-2.240;2019-06-02T01:06:52;12.00;99.90
