sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
16423;BME280;8320;57.456;-2.378;2019-06-03T00:00:03;98855.91;;;13.31;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:02:31;98866.05;;;13.30;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:04:58;98856.59;;;13.29;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:07:26;98861.03;;;13.29;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:09:53;98857.78;;;13.27;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:12:21;98860.39;;;13.27;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:14:49;98854.35;;;13.26;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:17:16;98859.47;;;13.24;99.80
16423;BME280;8320;57.456;-2.378;2019-06-03T00:19:47;98850.53;;;13.22;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:22:14;98859.03;;;13.20;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:24:42;98852.39;;;13.18;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:27:09;98853.38;;;13.17;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:29:37;98842.61;;;13.16;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:32:09;98828.83;;;13.11;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:34:33;98828.19;;;13.09;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:37:01;98823.95;;;13.08;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:39:29;98831.15;;;13.06;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:41:56;98825.92;;;13.06;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:44:24;98824.50;;;13.04;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:46:56;98827.33;;;13.02;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:49:23;98820.47;;;13.01;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:51:51;98821.78;;;13.01;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:54:18;98815.25;;;13.01;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:56:46;98822.39;;;13.03;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T00:59:13;98814.75;;;13.02;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:01:41;98823.27;;;13.00;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:04:08;98811.22;;;12.99;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:06:36;98812.20;;;12.98;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:09:05;98809.27;;;12.96;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:11:33;98806.55;;;12.94;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:14:01;98816.67;;;12.93;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:16:28;98813.28;;;12.92;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:18:56;98816.56;;;12.90;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:21:23;98813.34;;;12.88;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:23:51;98822.98;;;12.88;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:26:18;98821.03;;;12.86;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:28:46;98824.46;;;12.86;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:31:13;98828.38;;;12.86;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:33:41;98824.46;;;12.86;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:36:08;98824.17;;;12.85;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:38:36;98825.48;;;12.85;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:41:04;98834.09;;;12.86;99.81
16423;BME280;8320;57.456;-2.378;2019-06-03T01:43:31;98824.34;;;12.84;98.87
16423;BME280;8320;57.456;-2.378;2019-06-03T01:45:59;98833.98;;;12.83;97.93
16423;BME280;8320;57.456;-2.378;2019-06-03T01:48:26;98826.95;;;12.84;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:50:54;98830.55;;;12.83;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:53:21;98826.84;;;12.81;99.34
16423;BME280;8320;57.456;-2.378;2019-06-03T01:55:49;98811.17;;;12.81;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T01:58:16;98807.25;;;12.81;99.74
16423;BME280;8320;57.456;-2.378;2019-06-03T02:00:44;98800.23;;;12.82;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:03:11;98796.00;;;12.81;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:05:39;98791.09;;;12.82;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:08:06;98798.61;;;12.81;99.76
16423;BME280;8320;57.456;-2.378;2019-06-03T02:10:34;98796.81;;;12.81;99.78
16423;BME280;8320;57.456;-2.378;2019-06-03T02:13:01;98795.19;;;12.80;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:15:29;98796.98;;;12.80;99.17
16423;BME280;8320;57.456;-2.378;2019-06-03T02:17:57;98796.05;;;12.77;98.75
16423;BME280;8320;57.456;-2.378;2019-06-03T02:20:24;98803.22;;;12.79;98.13
16423;BME280;8320;57.456;-2.378;2019-06-03T02:22:52;98804.38;;;12.76;98.90
16423;BME280;8320;57.456;-2.378;2019-06-03T02:25:19;98809.75;;;12.79;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:27:47;98817.59;;;12.79;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:30:14;98811.98;;;12.82;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:32:42;98803.95;;;12.83;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:35:10;98803.07;;;12.87;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:37:38;98797.18;;;12.89;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:40:06;98805.73;;;12.93;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:42:33;98808.34;;;12.93;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:45:01;98808.98;;;12.95;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:47:29;98805.06;;;12.95;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:49:57;98798.54;;;12.95;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:52:24;98801.64;;;12.95;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:54:52;98790.13;;;12.89;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:57:19;98793.44;;;12.87;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T02:59:47;98802.14;;;12.84;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:02:14;98805.31;;;12.79;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:04:42;98796.55;;;12.76;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:07:11;98794.75;;;12.77;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:09:39;98792.02;;;12.74;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:12:06;98798.73;;;12.73;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:14:35;98802.84;;;12.71;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:17:04;98801.22;;;12.70;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:19:33;98798.33;;;12.69;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:22:03;98791.16;;;12.67;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:24:31;98790.34;;;12.67;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:27:00;98792.84;;;12.64;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:29:28;98801.16;;;12.64;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:31:56;98784.20;;;12.64;100.00
16423;BME280;8320;57.456;-2.378;2019-06-03T03:34:23;98792.03;;;12.64;100.00
