sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:01:58;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:04:29;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:07:00;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:09:30;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:11:59;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:14:30;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:17:00;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:19:31;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:22:00;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:24:30;10.20;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:27:00;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:29:30;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:31:59;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:34:29;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:36:59;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:39:30;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:42:00;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:44:31;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:47:00;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:49:31;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:52:01;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:54:32;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:57:02;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T00:59:32;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:02:03;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:04:32;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:07:02;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:09:34;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:12:03;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:14:33;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:17:05;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:19:36;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:22:06;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:24:36;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:27:06;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:29:37;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:32:06;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:34:38;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:37:08;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:39:38;10.10;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:42:08;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:44:38;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:47:08;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:49:39;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:52:09;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:54:39;10.00;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:57:09;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T01:59:40;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:02:09;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:04:41;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:07:10;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:09:40;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:12:11;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:14:40;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:17:12;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:19:43;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:22:12;9.90;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:24:42;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:27:12;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:29:43;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:32:12;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:34:44;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:37:14;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:39:45;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:42:15;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:44:45;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:47:15;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:49:47;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:52:17;9.80;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:54:48;9.70;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:57:19;9.70;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T02:59:50;9.70;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T03:02:21;9.70;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T03:04:53;9.70;99.90
23629;DHT22;11991;57.150;-2.134;2019-05-31T03:07:25;9.70;99.90
