sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:01:32;18.27;;;6.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:04:00;13.57;;;7.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:06:28;14.63;;;7.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:08:56;20.50;;;7.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:11:23;20.97;;;8.27;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:13:51;23.07;;;7.67;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:16:19;18.80;;;6.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:18:46;22.77;;;7.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:21:14;15.77;;;6.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:23:42;15.60;;;6.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:26:09;18.60;;;6.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:28:37;14.23;;;6.53;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:31:05;20.90;;;6.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:33:33;17.47;;;6.97;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:36:00;13.60;;;5.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:38:28;18.27;;;5.33;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:40:56;13.13;;;5.93;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:43:23;18.43;;;6.53;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:45:51;18.23;;;5.40;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:48:19;9.23;;;4.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:50:46;12.47;;;4.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:53:16;10.97;;;4.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:55:43;10.87;;;4.27;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T00:58:11;8.63;;;4.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:00:39;15.33;;;4.97;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:03:08;10.27;;;4.73;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:05:35;10.90;;;4.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:08:03;15.87;;;4.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:10:31;12.00;;;4.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:12:59;9.23;;;4.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:15:26;9.13;;;4.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:17:54;20.07;;;4.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:20:22;20.23;;;5.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:22:49;18.00;;;5.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:25:17;7.83;;;4.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:27:45;12.83;;;4.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:30:13;13.47;;;4.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:32:41;14.27;;;5.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:35:09;13.43;;;5.37;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:37:37;11.90;;;5.07;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:40:05;16.37;;;4.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:42:33;8.40;;;4.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:45:00;13.43;;;4.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:47:30;8.93;;;4.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:49:58;10.60;;;4.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:52:25;9.57;;;4.07;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:54:53;7.40;;;3.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:57:21;5.63;;;2.90;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T01:59:48;8.30;;;3.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:02:16;7.47;;;3.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:04:44;9.60;;;3.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:07:12;14.37;;;3.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:09:39;8.93;;;3.07;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:12:07;12.03;;;3.47;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:14:35;17.90;;;3.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:17:02;14.73;;;3.77;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:19:30;9.23;;;3.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:21:58;8.87;;;3.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:24:26;16.00;;;2.63;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:26:53;7.20;;;2.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:29:21;9.37;;;2.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:31:49;11.80;;;4.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:34:16;8.03;;;4.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:36:44;7.33;;;3.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:39:12;13.63;;;4.90;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:41:39;11.77;;;5.37;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:44:07;10.73;;;4.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:46:35;15.90;;;4.57;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:49:03;14.17;;;4.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:51:30;14.47;;;5.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:53:58;11.20;;;5.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:56:27;9.97;;;5.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T02:58:55;16.07;;;5.27;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:01:23;15.67;;;6.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:03:51;14.30;;;6.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:06:19;17.73;;;6.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:08:46;12.70;;;6.87;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:11:14;11.70;;;7.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:13:42;16.60;;;6.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:16:09;9.27;;;6.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:18:37;19.70;;;7.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:21:05;16.90;;;7.33;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:23:32;17.80;;;8.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:26:01;16.67;;;8.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:28:29;11.70;;;8.53;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:30:56;19.27;;;9.77;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:33:24;18.47;;;9.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:35:52;19.43;;;9.90;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:38:19;19.60;;;10.57;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:40:47;20.47;;;10.97;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:43:15;21.97;;;11.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:45:42;30.80;;;12.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:48:10;25.67;;;13.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:50:38;19.10;;;12.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:53:06;24.87;;;12.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:55:34;17.07;;;12.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T03:58:02;27.73;;;12.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:00:30;20.00;;;12.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:02:57;20.07;;;11.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:05:25;18.37;;;11.07;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:07:53;17.20;;;11.47;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:10:20;18.70;;;11.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:12:48;18.47;;;12.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:15:16;26.10;;;13.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:17:44;26.53;;;12.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:20:11;19.37;;;13.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:22:40;22.13;;;12.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:25:08;23.80;;;14.33;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:27:35;21.40;;;13.93;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:30:03;23.70;;;14.17;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:32:32;27.37;;;15.47;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:34:59;29.93;;;16.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:37:27;29.23;;;16.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:39:55;32.43;;;16.37;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:42:23;30.30;;;16.73;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:44:50;26.40;;;15.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:47:18;24.17;;;14.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:49:46;24.77;;;14.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:52:13;24.73;;;14.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:54:41;19.40;;;14.07;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:57:09;24.20;;;15.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T04:59:36;20.97;;;13.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:02:04;28.17;;;15.57;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:04:32;29.77;;;16.27;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:07:02;24.17;;;16.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:09:30;27.80;;;17.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:11:58;31.13;;;16.17;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:14:25;30.00;;;15.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:16:53;24.60;;;14.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:19:21;24.77;;;14.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:21:48;25.50;;;14.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:24:16;24.87;;;14.73;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:26:44;29.87;;;16.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:29:11;32.27;;;17.27;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:31:39;32.83;;;16.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:34:07;36.17;;;14.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:36:35;42.30;;;14.47;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:39:03;30.33;;;14.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:41:31;34.13;;;16.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:43:59;35.07;;;16.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:46:28;36.57;;;14.73;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:48:56;30.93;;;14.40;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:51:24;35.53;;;16.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:53:51;41.33;;;16.33;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:56:19;43.13;;;16.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T05:58:47;50.13;;;16.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:01:14;39.37;;;16.63;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:03:42;45.27;;;17.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:06:10;38.87;;;16.77;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:08:38;43.13;;;17.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:11:06;45.73;;;16.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:13:34;43.87;;;17.67;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:16:01;45.17;;;17.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:18:30;47.97;;;16.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:20:58;35.57;;;17.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:23:26;50.70;;;17.47;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:25:53;50.03;;;18.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:28:21;43.50;;;16.97;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:30:49;40.13;;;17.87;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:33:16;41.90;;;17.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:35:44;47.07;;;17.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:38:12;37.70;;;16.97;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:40:39;36.53;;;18.23;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:43:07;39.30;;;16.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:45:35;44.87;;;18.63;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:48:03;36.03;;;16.90;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:50:30;43.87;;;17.17;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:52:58;34.97;;;17.77;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:55:26;37.47;;;16.63;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T06:57:53;48.77;;;18.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T07:00:21;37.30;;;16.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T07:02:49;35.47;;;15.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T07:05:17;29.77;;;14.57;;
5331;SDS011;3121;57.138;-2.078;2019-06-02T07:07:44;28.43;;;11.67;;
