sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:00:22;4.13;;;1.20;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:02:52;4.47;;;0.93;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:05:19;3.30;;;0.90;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:07:47;3.33;;;1.13;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:10:15;2.67;;;1.10;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:12:43;4.37;;;1.23;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:15:10;3.77;;;1.03;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:17:38;4.60;;;1.30;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:20:06;4.83;;;1.10;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:22:35;2.00;;;0.97;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:25:03;7.07;;;1.20;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:27:31;4.07;;;1.13;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:29:59;2.17;;;0.97;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:32:27;2.73;;;0.93;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:34:54;3.47;;;0.90;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:37:22;3.33;;;1.40;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:39:51;4.13;;;1.37;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:42:19;6.00;;;1.43;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:44:46;2.20;;;0.90;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:47:14;1.57;;;1.00;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:49:41;3.27;;;1.13;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:52:09;2.43;;;1.30;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:54:37;6.43;;;1.53;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:57:04;4.47;;;1.40;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T00:59:32;9.07;;;1.40;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:02:00;3.57;;;1.33;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:04:27;7.07;;;1.30;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:06:55;3.13;;;1.27;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:09:23;6.70;;;1.37;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:11:50;4.03;;;1.43;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:14:18;5.53;;;1.50;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:16:46;5.90;;;1.27;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:19:13;4.00;;;1.40;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:21:41;2.27;;;1.10;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:24:08;4.30;;;1.37;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:26:36;6.53;;;1.23;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:29:04;6.30;;;1.40;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:31:31;7.00;;;1.30;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:33:59;2.17;;;1.30;;
22691;SDS011;11513;57.172;-2.134;2019-06-04T01:36:26;4.30;;;1.33;;
