sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
17204;BME280;8718;57.178;-2.092;2019-06-04T00:02:00;100416.78;;;14.36;58.97
17204;BME280;8718;57.178;-2.092;2019-06-04T00:04:27;100421.14;;;14.33;58.98
17204;BME280;8718;57.178;-2.092;2019-06-04T00:06:53;100427.12;;;14.31;59.09
17204;BME280;8718;57.178;-2.092;2019-06-04T00:09:20;100427.50;;;14.28;59.14
17204;BME280;8718;57.178;-2.092;2019-06-04T00:11:47;100431.85;;;14.25;59.15
17204;BME280;8718;57.178;-2.092;2019-06-04T00:14:14;100439.15;;;14.23;59.23
17204;BME280;8718;57.178;-2.092;2019-06-04T00:16:40;100443.80;;;14.21;59.29
17204;BME280;8718;57.178;-2.092;2019-06-04T00:19:07;100439.70;;;14.18;59.29
17204;BME280;8718;57.178;-2.092;2019-06-04T00:21:34;100442.55;;;14.17;59.39
17204;BME280;8718;57.178;-2.092;2019-06-04T00:24:01;100441.91;;;14.14;59.52
17204;BME280;8718;57.178;-2.092;2019-06-04T00:26:27;100448.40;;;14.12;59.66
17204;BME280;8718;57.178;-2.092;2019-06-04T00:28:54;100449.11;;;14.10;59.72
17204;BME280;8718;57.178;-2.092;2019-06-04T00:31:21;100447.66;;;14.07;59.83
17204;BME280;8718;57.178;-2.092;2019-06-04T00:33:48;100450.17;;;14.05;59.83
17204;BME280;8718;57.178;-2.092;2019-06-04T00:36:15;100445.39;;;14.04;59.80
17204;BME280;8718;57.178;-2.092;2019-06-04T00:38:41;100453.80;;;14.04;59.82
17204;BME280;8718;57.178;-2.092;2019-06-04T00:41:08;100451.36;;;14.02;59.84
17204;BME280;8718;57.178;-2.092;2019-06-04T00:43:35;100450.04;;;14.02;59.92
17204;BME280;8718;57.178;-2.092;2019-06-04T00:46:02;100449.40;;;14.00;60.05
17204;BME280;8718;57.178;-2.092;2019-06-04T00:48:28;100443.84;;;13.95;60.27
17204;BME280;8718;57.178;-2.092;2019-06-04T00:50:55;100443.23;;;13.93;60.38
17204;BME280;8718;57.178;-2.092;2019-06-04T00:53:22;100441.58;;;13.92;60.47
17204;BME280;8718;57.178;-2.092;2019-06-04T00:55:49;100440.63;;;13.89;60.65
17204;BME280;8718;57.178;-2.092;2019-06-04T00:58:15;100444.29;;;13.88;60.65
17204;BME280;8718;57.178;-2.092;2019-06-04T01:00:42;100444.33;;;13.84;60.98
17204;BME280;8718;57.178;-2.092;2019-06-04T01:03:09;100445.34;;;13.83;61.11
17204;BME280;8718;57.178;-2.092;2019-06-04T01:05:36;100441.08;;;13.82;61.16
17204;BME280;8718;57.178;-2.092;2019-06-04T01:08:03;100434.94;;;13.81;61.23
17204;BME280;8718;57.178;-2.092;2019-06-04T01:10:30;100430.36;;;13.79;61.31
17204;BME280;8718;57.178;-2.092;2019-06-04T01:12:57;100438.30;;;13.79;61.31
17204;BME280;8718;57.178;-2.092;2019-06-04T01:15:23;100435.66;;;13.79;61.41
17204;BME280;8718;57.178;-2.092;2019-06-04T01:17:50;100428.70;;;13.78;61.47
17204;BME280;8718;57.178;-2.092;2019-06-04T01:20:38;100437.14;;;13.78;61.61
17204;BME280;8718;57.178;-2.092;2019-06-04T01:22:45;100442.81;;;13.75;61.79
17204;BME280;8718;57.178;-2.092;2019-06-04T01:25:12;100444.81;;;13.73;61.84
17204;BME280;8718;57.178;-2.092;2019-06-04T01:27:38;100441.05;;;13.71;61.91
17204;BME280;8718;57.178;-2.092;2019-06-04T01:30:05;100440.23;;;13.70;62.04
17204;BME280;8718;57.178;-2.092;2019-06-04T01:32:32;100438.44;;;13.67;62.13
17204;BME280;8718;57.178;-2.092;2019-06-04T01:34:59;100438.95;;;13.66;62.19
17204;BME280;8718;57.178;-2.092;2019-06-04T01:37:26;100446.27;;;13.64;62.25
17204;BME280;8718;57.178;-2.092;2019-06-04T01:39:53;100445.62;;;13.62;62.27
17204;BME280;8718;57.178;-2.092;2019-06-04T01:42:19;100448.13;;;13.60;62.27
17204;BME280;8718;57.178;-2.092;2019-06-04T01:44:46;100447.31;;;13.59;62.41
17204;BME280;8718;57.178;-2.092;2019-06-04T01:47:13;100448.80;;;13.58;62.49
17204;BME280;8718;57.178;-2.092;2019-06-04T01:49:40;100446.02;;;13.55;62.73
17204;BME280;8718;57.178;-2.092;2019-06-04T01:52:06;100444.77;;;13.51;62.83
17204;BME280;8718;57.178;-2.092;2019-06-04T01:54:33;100441.98;;;13.48;62.83
17204;BME280;8718;57.178;-2.092;2019-06-04T01:57:00;100439.52;;;13.47;62.95
17204;BME280;8718;57.178;-2.092;2019-06-04T01:59:27;100444.49;;;13.46;62.91
17204;BME280;8718;57.178;-2.092;2019-06-04T02:01:53;100443.17;;;13.46;62.88
17204;BME280;8718;57.178;-2.092;2019-06-04T02:04:20;100444.19;;;13.45;62.89
17204;BME280;8718;57.178;-2.092;2019-06-04T02:06:47;100443.34;;;13.44;62.94
17204;BME280;8718;57.178;-2.092;2019-06-04T02:09:14;100441.72;;;13.43;63.00
17204;BME280;8718;57.178;-2.092;2019-06-04T02:11:40;100438.62;;;13.40;63.13
17204;BME280;8718;57.178;-2.092;2019-06-04T02:14:07;100441.13;;;13.37;63.18
17204;BME280;8718;57.178;-2.092;2019-06-04T02:16:34;100441.81;;;13.35;63.20
17204;BME280;8718;57.178;-2.092;2019-06-04T02:19:02;100436.72;;;13.34;63.34
17204;BME280;8718;57.178;-2.092;2019-06-04T02:21:28;100440.85;;;13.32;63.38
17204;BME280;8718;57.178;-2.092;2019-06-04T02:23:55;100445.49;;;13.30;63.62
17204;BME280;8718;57.178;-2.092;2019-06-04T02:26:22;100444.88;;;13.28;63.67
17204;BME280;8718;57.178;-2.092;2019-06-04T02:28:49;100440.77;;;13.25;63.83
17204;BME280;8718;57.178;-2.092;2019-06-04T02:31:15;100450.66;;;13.23;63.88
17204;BME280;8718;57.178;-2.092;2019-06-04T02:33:42;100439.45;;;13.21;63.93
17204;BME280;8718;57.178;-2.092;2019-06-04T02:36:09;100449.41;;;13.19;63.97
17204;BME280;8718;57.178;-2.092;2019-06-04T02:38:36;100448.75;;;13.17;63.98
17204;BME280;8718;57.178;-2.092;2019-06-04T02:41:02;100444.66;;;13.15;64.06
17204;BME280;8718;57.178;-2.092;2019-06-04T02:43:29;100440.37;;;13.14;64.03
17204;BME280;8718;57.178;-2.092;2019-06-04T02:45:56;100443.19;;;13.12;64.00
17204;BME280;8718;57.178;-2.092;2019-06-04T02:48:23;100453.11;;;13.10;64.04
17204;BME280;8718;57.178;-2.092;2019-06-04T02:50:51;100460.22;;;13.10;64.04
17204;BME280;8718;57.178;-2.092;2019-06-04T02:53:19;100458.75;;;13.07;64.08
17204;BME280;8718;57.178;-2.092;2019-06-04T02:55:46;100454.98;;;13.06;64.11
17204;BME280;8718;57.178;-2.092;2019-06-04T02:58:15;100458.30;;;13.03;64.11
17204;BME280;8718;57.178;-2.092;2019-06-04T03:00:50;100458.47;;;13.02;64.21
17204;BME280;8718;57.178;-2.092;2019-06-04T03:03:10;100458.36;;;12.99;64.34
17204;BME280;8718;57.178;-2.092;2019-06-04T03:05:37;100460.02;;;12.96;64.41
17204;BME280;8718;57.178;-2.092;2019-06-04T03:08:04;100464.34;;;12.93;64.54
17204;BME280;8718;57.178;-2.092;2019-06-04T03:10:30;100455.29;;;12.92;64.59
17204;BME280;8718;57.178;-2.092;2019-06-04T03:12:57;100456.78;;;12.90;64.59
17204;BME280;8718;57.178;-2.092;2019-06-04T03:15:24;100450.03;;;12.88;64.63
17204;BME280;8718;57.178;-2.092;2019-06-04T03:17:51;100454.84;;;12.88;64.66
17204;BME280;8718;57.178;-2.092;2019-06-04T03:20:17;100447.59;;;12.86;64.63
17204;BME280;8718;57.178;-2.092;2019-06-04T03:22:44;100454.19;;;12.86;64.62
17204;BME280;8718;57.178;-2.092;2019-06-04T03:25:11;100448.59;;;12.85;64.67
17204;BME280;8718;57.178;-2.092;2019-06-04T03:27:37;100445.62;;;12.84;64.66
17204;BME280;8718;57.178;-2.092;2019-06-04T03:30:04;100448.45;;;12.83;64.71
17204;BME280;8718;57.178;-2.092;2019-06-04T03:32:31;100444.97;;;12.82;64.73
17204;BME280;8718;57.178;-2.092;2019-06-04T03:34:58;100444.16;;;12.81;64.71
17204;BME280;8718;57.178;-2.092;2019-06-04T03:37:25;100446.48;;;12.80;64.62
17204;BME280;8718;57.178;-2.092;2019-06-04T03:39:51;100450.95;;;12.80;64.63
17204;BME280;8718;57.178;-2.092;2019-06-04T03:42:18;100454.56;;;12.79;64.62
17204;BME280;8718;57.178;-2.092;2019-06-04T03:44:45;100455.58;;;12.78;64.73
17204;BME280;8718;57.178;-2.092;2019-06-04T03:47:12;100453.45;;;12.77;64.75
17204;BME280;8718;57.178;-2.092;2019-06-04T03:49:38;100457.91;;;12.77;64.80
17204;BME280;8718;57.178;-2.092;2019-06-04T03:52:05;100456.45;;;12.74;64.95
17204;BME280;8718;57.178;-2.092;2019-06-04T03:54:32;100457.42;;;12.73;65.06
17204;BME280;8718;57.178;-2.092;2019-06-04T03:56:59;100467.17;;;12.73;65.07
17204;BME280;8718;57.178;-2.092;2019-06-04T03:59:26;100464.22;;;12.72;65.24
