sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:00:59;9.07;;;4.27;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:03:27;8.30;;;4.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:05:54;14.00;;;4.57;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:08:22;17.73;;;4.30;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:10:50;14.40;;;5.87;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:13:17;21.33;;;6.13;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:15:45;24.67;;;5.50;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:18:13;20.73;;;5.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:20:40;15.67;;;5.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:23:10;10.80;;;5.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:25:39;18.33;;;5.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:28:25;21.77;;;4.83;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:30:52;15.70;;;4.80;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:33:20;10.20;;;5.03;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:35:48;20.13;;;4.93;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:38:16;11.00;;;4.47;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:40:43;18.63;;;5.20;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:43:11;13.73;;;4.53;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:45:39;19.80;;;5.70;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:48:06;12.03;;;4.10;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:50:34;18.40;;;4.00;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:53:02;11.40;;;3.60;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:55:29;15.80;;;3.57;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T00:57:57;7.47;;;3.43;;
5331;SDS011;3121;57.138;-2.078;2019-06-05T01:00:25;17.63;;;3.37;;
