sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:00:28;4.03;;;1.80;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:02:56;4.08;;;1.70;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:05:23;3.42;;;1.85;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:07:51;5.40;;;2.00;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:10:19;4.72;;;2.00;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:12:46;7.22;;;1.82;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:15:14;4.28;;;2.02;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:17:42;9.90;;;2.10;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:20:09;4.40;;;2.00;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:22:37;3.33;;;1.85;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:25:12;9.35;;;2.27;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:27:40;9.00;;;2.95;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:30:08;7.12;;;2.50;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:32:36;5.50;;;2.87;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:35:04;7.70;;;2.62;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:37:32;10.43;;;3.80;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:40:00;11.68;;;4.33;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:42:28;8.45;;;2.77;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:44:56;9.15;;;3.25;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:47:24;11.78;;;2.72;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:49:51;5.05;;;2.45;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:52:19;5.75;;;2.52;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:54:47;4.83;;;2.37;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:57:14;6.15;;;2.55;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T00:59:42;3.22;;;1.85;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:02:11;4.42;;;2.02;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:04:38;6.92;;;2.22;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:07:06;6.37;;;2.80;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:09:34;3.08;;;2.15;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:12:02;4.80;;;1.98;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:14:30;10.80;;;3.10;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:16:57;8.93;;;2.33;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:19:25;7.90;;;2.92;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:21:53;5.40;;;2.20;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:24:21;5.45;;;2.30;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:26:48;15.30;;;3.45;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:29:16;7.25;;;2.33;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:31:45;7.65;;;2.70;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:34:12;10.45;;;3.15;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:36:40;6.10;;;2.62;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:39:08;9.58;;;2.75;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:41:35;12.35;;;3.22;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:44:03;8.58;;;3.12;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:46:31;6.03;;;2.85;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:48:59;8.08;;;2.65;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:51:26;8.55;;;2.95;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:53:54;6.45;;;2.67;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:56:22;15.78;;;3.47;;
26616;SDS011;14250;57.172;-2.124;2019-06-05T01:58:50;5.47;;;2.65;;
